annee_pegi_duree,casting_principal,description,genre,langue,nombre_vote,pays,score,titre
"TV Series,2012–2014,TV-14,48m","Chris Vance,François Berléand,Charly Hübner,Violante Placido,Andrea Osvárt,Delphine Chanéac,Mark Rendall,Kurt Kelly,Julian Richings,Mark Lutz,Dhafer L'Abidine,Athena Karkanis,J.P. Manoux,R.J. Parrish,Adam MacDonald,Sam Kalilieh,Kelly Fanson,Ian Busher","Frank Martin is an ex special ops, who now spends his life as a transporter on the other side of the law. With three rules, he always completes his contracts. One way, or the other.","Action,Crime",English,7.6K,"Canada,France,United States,Germany",6.4,The Transporter
"2020,R,1h 58m","Wagner Moura,Ana de Armas,Brían F. O'Byrne,Bradley Whitford,Garret Dillahunt,Clemens Schick,Will Dalton,Pedro Hossi,Sahajak Boonthanakit,Clarisse Abujamra,Eduardo Melo,João Barreto,Vanja Freitas,Senhorinha Gama Da Costa Lobo,Vithaya Pansringarm,Sameera Asir,Heba Ghazali,Alice Morena","A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.","Biography,Drama,History","English,Portuguese,Spanish,French",11K,United States,6.2,Sergio
"2015,PG,1h 27m","Miles Scott,Eric Johnston,Nick Scott,Natalie Scott,Teresa Clovicko,Audrey Copper,Katie Cotton,James Coyne,John Coyne,Ama Daetz,Mike DeJesus,Sue Graham Johnston,Mike Jutan,Barry Kendall,Naomi Kyle,Edwin M. Lee,Or Oppenheimer,Ron Oppenheimer","On one day, in one city, the world comes together to grant one 5 year old cancer patient his wish. Batkid Begins looks at the 'why' of this flash phenomenon.","Documentary,Biography,Family",English,1.8K,United States,7.1,Batkid Begins: The Wish Heard Around the World
"2015,TV-PG,1h 14m","Jim Brandenburg,Jane Goodall,Saginaw Grant,Julia Huffman,Larry Stillday,John Vucetich","Filmmaker Julia Huffman travels to Minnesota and into ""wolf country"" to pursue the deep intrinsic value of brother wolf and our forgotten promise to him.","Documentary,Adventure,Drama",English,259,United States,7.5,Medicine of the Wolf
"annee, pegi, duree inconnu","Shia LaBeouf,Trevor Jackson","Follows two cops, Mace a veteran officer, corrupt and dangerously unhinged and Virgil Woods, a young police who believes that he can change the system that fosters cops like Mace from within.","Action,Thriller",English,vote inconnu,United States,score inconnu,Mace
"2022,TV-MA,1h 35m","Jennifer Lopez,Ben Affleck,Adam Blackstone,Kim Burse,Ana Carballosa,Rocco Leo Gaglioti,Parris Goebel,Elaine Goldsmith-Thomas,Hamish Hamilton,Ricky Kirshner,Christy Lemire,David López,Lupe López,Benny Medina,Johanna Sapakie,Lorene Scafaria,Shakira,Kevin Teasley",Global superstar Jennifer Lopez reflects on her multifaceted career and the pressure of life in the spotlight in this intimate documentary.,"Documentary,Biography,Music",English,5.6K,United States,6.6,Halftime
"2020,1h 46m","Barbara Kingsley,Stephen D'Ambrose,William Aydelott,Rachel Alexandria Arnold,Shauna Mizula,Jamie Bradley,Sawyer Spielberg,Malin Barr,Joshua Patrick Dudley,Bob Stack,Lena Dunham",Strange cravings and hallucinations befall a young couple after seeking shelter in the home of an aging farmer and her peculiar son.,Horror,English,2.5K,United States,4.4,Honeydew
"2007,PG-13,1h 39m","Nicole Kidman,Daniel Craig,Jeremy Northam,Jackson Bond,Jeffrey Wright,Veronica Cartwright,Josef Sommer,Celia Weston,Roger Rees,Eric Benjamin,Susan Floyd,Stephanie Berry,Alexis Raben,Adam LeFevre,Joanna Merlin,Field Blauvelt,Rhonda Overby,Reid Sasser","As a Washington, D.C. psychiatrist unearths the origin of an alien epidemic, she also discovers her son might be the only way it can be stopped.","Sci-Fi,Thriller","English,Russian",82K,"United States,Australia",5.9,The Invasion
"TV Series,2015–2019,TV-G,30m","Cree,Madisyn Shipman,Benjamin Flores Jr.,Thomas Kuc,Kel Mitchell,Bubba Ganter,Sheldon Bailey,Regi Davis,Todd Bosley,Melanie Rains,Tanner Buchanan,Alexandre Chen,Kelli Barksdale,Dan Schneider,Kara Petersen,Jake Farrow,Sam Becker,Steve Kuzj",A live-action sitcom about two 12-year-old girls who start a multi-million-dollar gaming company and take on rap superstar Double G as a business partner.,"Comedy,Family",English,3.1K,United States,4.4,Game Shakers
"TV Series,2011–2014,TV-MA,52m","Mark Ryder,Isolda Dychauk,Diarmuid Noyes,John Doman,Marta Gastini,Assumpta Serna,Art Malik,Victor Schefé,Dejan Cukic,Paul Brennen,Scott William Winters,Michael Fitzgerald,Andrew Hawley,Karel Dobrý,Christian McKay,Valentina D'Agostino,Alejandro Albarracín,Stanley Weber",Story of the rise and the fall of the Renaissance dynasty.,"Biography,Drama,History",English,7.2K,"France,Germany,Italy,Czech Republic",7.7,Borgia
"2020,PG,1h 40m","Harrison Ford,Omar Sy,Cara Gee,Dan Stevens,Bradley Whitford,Jean Louisa Kelly,Michael Horse,Karen Gillan,Colin Woodell,Micah Fitzgerald,Heather McPhaul,Adam Fergus,Stephanie Czajkowski,Abraham Benrubi,Thomas Adoue Polk,Raven Scott,Brad Greenquist,Benjamin Hoffman",A sled dog struggles for survival in the wilds of the Yukon.,"Adventure,Drama,Family","English,French",56K,United States,6.7,The Call of the Wild
"2006,12m","Iman Aoun,Lone Khilleh,Mayar Rantisse",A young Palestinian girl will do whatever it takes to buy a birthday cake.,"Short,Drama",Arabic,68,"United States,Occupied Palestinian Territory",7.6,Make a Wish
2024,"Kevin Spacey,Rebecca De Mornay,Jet Jandreau,Jake Weber,Michael Emery,Garrett Smith,Dale Dobson,John Otrin,Kelley Poling,Michele Farbman,Elizabeth Harnett,Tom McElroy,Suzanne Petri,Michael Chinn,Erika Keck,Nicholas Fabrio,Sophia DeMornay-O'Neal,Jack Trout",A seemingly glamorous real estate agent in a small mountain community is revealed to be an unhinged alcoholic with a dark secret when a charismatic man in black shows up one day at the behest of his shadowy boss.,"Comedy,Drama,Thriller",English,vote inconnu,United States,score inconnu,Peter Five Eight
"2019,R,1h 39m","Ben Platt,Mena Massoud,Damian Lewis,Nina Dobrev,Scott Speedman,Jennifer Ehle,Gil Bellows,Lauren Collins,David Eisner,Hamza Haq,Kathryn Greenwood,Emmanuel Kabongo,Rebecca Liddiard,Araya Mengesha,Katy Breier,Seamus Patterson,Setta Keshishian,Justin Kelly",An emerging political scandal in Toronto in 2013 seen through the eyes of young staffers at city hall and a local newspaper.,Drama,English,733,Canada,4.4,Run This Town
"1995,R,1h 25m","Paul Austin,Robert John Burke,Martin Donovan,Erica Gimpel,Michael Imperioli,Holt McCallany,Lianna Pai,Harold Perrineau,Parker Posey,Bill Sage,Patricia Scanlon,Paul Schulze,Karen Sillas,Hannah Sullivan,José Zúñiga,Boris Aljinovic,Dominik Bender,Susie Bick","Three short films about lovers' ultimatums are set in New York, Berlin and Tokyo.","Drama,Romance","English,Japanese,German",2.2K,"United States,Germany,Japan",6.3,Flirt
"Video,2010,Not Rated,1h 26m","Sally Elbert,Michael Gaglio,James Arthur Lewis,Brett Newton,Sylvia Panacione,Rachel Riley,Matthew C. Temple,Diana Terranova","A group of investigators enter the former property of depraved serial killer John Wayne Gacy, hoping to find evidence of paranormal activity. Upon entering the place they set-up cameras throughout the abandoned house while going room to room with hand-held cameras, performing séances and asking for John Wayne Gacy to come forward. As the evening progresses it seems th...","Horror,Mystery,Thriller",English,2.1K,United States,3.1,8213: Gacy House
"2021,TV-Y7,1h 43m","Nicholas Corda,Sylvana Joyce,Alyson Leigh Rosenfeld,Courtney Shaw,Erica Schroeder,Georgette Reilly,Mary O'Brady,Johanna Elmina Moise,Marc Thompson,Sefi Carmel,Sara Rahman,Lauren Delgenio,Tyler Bunch,Mike Pollock,Dani Marcus,Bill Timoney,Tom Wayland","The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.","Animation,Adventure,Comedy",English,4.7K,"Russia,United States",6.2,Secret Magic Control Agency
"2014,R,1h 19m","Frances O'Connor,Shirley Knight,Chandler Riggs,Joel Courtney,Mark Duplass,Dylan McDermott,Amanda Walsh,Hana Hayes,Pepper Binkley,Chris Browning,Eddie Jones,Sewell Whitney,Joe Egender,Munda Razooki,Jack Carter,Conrad Bluth,Marcia Moran,Linda Porter",A single mom and her two boys help take care of their grandmother with mystical powers.,"Horror,Thriller",English,5.8K,United States,5.0,Mercy
"1992,G,1h 24m","Richard Kind,Dana Hill,Anndi McAfee,Tony Jay,Rip Taylor,Henry Gibson,Michael Bell,Ed Gilbert,David L. Lander,Howard Morris,Sydney Lassick,Raymond McLeod,Mitchel D. Moore,Scott Wojahn,Tino Insana,Don Messick,B.J. Ward,Greg Burson",Cat and mouse duo Tom and Jerry reluctantly work together to save a young girl from her evil aunt.,"Animation,Adventure,Comedy",English,12K,"United States,Germany",5.4,Tom and Jerry: The Movie
"2019,45m","Jules LeBlanc,Lilia Buckingham,Anna Cathcart,Kianna Naomi,William Franklyn-Miller,Chase Keith,David Banks,Bill Herenda,Nataliz Jimenez,Hayley LeBlanc,Molly Malin,Brooke McCormick,Colleen Elizabeth Miller,Claire Montgomery,Allen Perada,Nicolas Read,Paul Statman","After a series of mishaps, Rhyme, Autumn, Zoe, and Effie find themselves together in Miami for spring break. New crushes and new friends will make this a trip they'll never forget!",Family,English,111,United States,6.3,Spring Breakaway
"TV Series,2017,43m","Ola Rapace,Aliette Opheim,Wilma Lidén,Shanti Roney,Thomas Holmin,Nanna Blondell,Ana Gil de Melo Nascimento,David Nzinga,Christopher Wagelin,Jens Hultén,Kalled Mustonen,Angela Kovacs,Niklas Engdahl,Rudolf Winco Castillo,Stina Ekblad,Nebojsa Dimitrijevic,Andrea Edwards,Gustav Levin","Hassel is a street-smart detective. When his father figure is brutally murdered, he leads a below-the-radar investigation to avenge his death which cause consequences for his family.","Crime,Drama,Thriller","English,Serbo-Croatian,Swedish",721,"Sweden,Germany,Belgium",5.6,Hassel
"1998,PG-13,2h 1m","Drew Barrymore,Anjelica Huston,Dougray Scott,Patrick Godfrey,Megan Dodds,Melanie Lynskey,Timothy West,Judy Parfitt,Jeroen Krabbé,Lee Ingleby,Kate Lansbury,Matyelok Gibbs,Walter Sparrow,Jeanne Moreau,Anna Maguire,Richard O'Brien,Peter Gunn,Joerg Stadler","The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.","Drama,Romance",English,81K,United States,7.1,Ever After: A Cinderella Story
"1920,Unrated,1h 31m","Paul Wegener,Albert Steinrück,Ernst Deutsch,Lyda Salmonova,Hans Stürm,Max Kronert,Otto Gebühr,Dore Paetzold,Lothar Müthel,Greta Schröder,Loni Nest,Carl Ebert,Fritz Feld,Ursula Nest","In 16th-century Prague, a rabbi creates the Golem - a giant creature made of clay. Using sorcery, he brings the creature to life in order to protect the Jews of Prague from persecution.","Fantasy,Horror",German,8.5K,Germany,7.2,The Golem
"1924,Not Rated,1h 32m","Conrad Veidt,Alexandra Sorina,Fritz Strassny,Paul Askonas,Carmen Cartellieri,Hans Homma,Fritz Kortner","A world-famous pianist loses both hands in an accident. When new hands are grafted on, he doesn't know they once belonged to a murderer.","Crime,Horror,Mystery",German,3.4K,"Austria,Germany",7.0,The Hands of Orlac
2024,"Eric Roberts,Ray Stevenson,Michael Ironside,David Schofield,Neil Stuke,Genevieve Chenneour,Jeremy Neumark Jones,Tam Williams,Barslkhagva Batbold,Thomas Raft,Farid Elouardi,András Stohl,Denisa Jahlová,Zsolt László,Tserenbold Tsegmid,László Mátray,Bold Choimbol,Bayarbat Mishigdorj","When the Great Mongolian army is about to invade Europe in 1242 it doesn't expect that a Hungarian castle and its Priest, Eusebius will stop it.","Action,History",Mongolian,vote inconnu,Hungary,score inconnu,Gateway to the West
"1987,X,1h 53m","Mickey Rourke,Robert De Niro,Lisa Bonet,Charlotte Rampling,Stocker Fontelieu,Brownie McGhee,Michael Higgins,Elizabeth Whitcraft,Eliott Keener,Charles Gordone,Dann Florek,Kathleen Wilhoite,George Buck,Judith Drake,Gerald Orange,Peggy Severe,Pruitt Taylor Vince,Dave Petitjean",A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.,"Horror,Mystery,Thriller","English,French",95K,"United Kingdom,Canada,United States",7.2,Angel Heart
"2006,G,1h 27m","Will Ferrell,Drew Barrymore,Eugene Levy,Frank Welker,Shane Baumel,Timyra-Joi Beatty,Christopher Chen,Michaela Jill Murphy,Dick Van Dyke,Alexander Gould,Terrence Hardy,Hailey Noelle Johnson,Kelsey Lansdowne,Ariel Winter,David Cross,Billy West,Jeff Bennett,Michael Chinyamurindi","The Man in the Yellow Hat is an oddball museum employee who looks after his pet monkey, an inquisitive and wonderful creature whose enthusiasm often gets the best of him.","Animation,Adventure,Comedy",English,18K,"United States,Germany,Taiwan,France,Philippines,South Korea,Canada",6.5,Curious George
"1994,R,1h 45m","Isabelle Huppert,Martin Donovan,Elina Löwensohn,Damian Young,Chuck Montgomery,Dave Simonds,Pamela Stewart,Erica Gimpel,Jan Leslie Harding,Terry Alexander,Holt McCallany,Hugh Palmer,Michael Imperioli,Angel Caban,Emmanuel Xuereb,Lennie Loftin,David Greenspan,Adria Tennor","An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.","Comedy,Crime,Drama",English,7.1K,"United States,United Kingdom,France",6.8,Amateur
"Video,2007,PG-13,1h 26m","Matthew Wolf,Amy Weber,Shaley Scott,Eliza Swenson,Griff Furst,Michael Tower,Sarah Hall,Erin Evans,Noel Thurman,Troy Thomas,Dennis Kinard,Jason S. Gray,Elissa Dowling,Jessica Bork,Thomas Downey,Joseph Cornell,Dane Rosselli,Sofie Norman","A race of alien robots have conquered Earth and forced humanity underground. After 400 years, a small group of humans develop a plan to defeat the mechanical invaders in the ultimate battle between man and machine.","Action,Mystery,Sci-Fi",English,4.7K,United States,1.7,Transmorphers
"2021,PG,1h 51m","Paulina Andreeva,Ekaterina Baygozina,Polina Bezborodova,Pavel Derevyanko,Vladimir Dikun,Yuriy Dikun,Mikhail Efremov,Pavel Elpashev,Andrey Feskov,Aleksey Fomin,Yevgeni Kapitonov,Vitaliy Kopnin,Vadim Lymar,Lyubov Makeeva,Alina Nedobitko,Aleksandr Pilyushin,Tatyana Polonskaya,Vitaliy Pyanov","Foal and his friend John go on an unforgettable journey as they outsmart the tyrant King, catch the fire-bird and find John's true love upon the magic roads.","Adventure,Fantasy",Russian,1.2K,Russia,5.7,Upon the Magic Roads
"2013,PG,1h 27m","Kenton Duty,Danny Flaherty,Mary Beth Peil,Katherine McNamara,Kyle Dean Massey,Chris Riggi,Jan Uczkowski,Tina Benko,Raviv Ullman,Kelley Missal,Kent Moran,Talon G. Ackerman,Alex Boniello,Owen Teague,Jake Schwencke,Megan Channell,Morgan B. Ackerman,Dan Fabi",A bullied high school student is suddenly befriended by his chief tormentor and together they face challenges that will change their lives forever.,"Drama,Family","English,Italian",682,United States,5.4,Contest
"TV Series,2019–2020,TV-MA,50m","Álvaro Morte,Verónica Sánchez,Irene Arcos,Roberto Enríquez,Marta Milans,Judit Ampudia,Miquel Fernández,Paco Manzanedo,Cecilia Roth,Antonio Garrido,Luna Fulgencio,Antonio Esquinas,Eva Martín,Francisco Campos Barba,Helena Font,Arlette Torres,Javi Chou,Néstor Arnas","When Alexandra discovers that her late husband led a double life, she secretly befriends the other woman, Veronica, to uncover what really happened at the pier the night that he died.","Drama,Mystery",Spanish,3.8K,Spain,7.1,El embarcadero
"TV Movie,2020,11h 55m","Jude Law,Katherine Waterston,Florence Welch,Joe Blakemore,Anna Calder-Marshall,John Dagleish,Paul Kaye,George Jaques,Tom Lawrence,Mark Lewis Jones,George Potts,Ria Zmitrowicz,Jordan Ajadi,Leona Allen,Kate Ashcroft,Jacob Avery,Kemi Awoderu,Cree Barnett-Williams","Special live episode of the show The Third Day shows viewers what happened between the show's two parts, ""Summer"" and ""Winter."" The 12-hour long live stream depicted life on Osea island during the annual 'Esus and the Sea' festival, which ""marks the passing into adulthood of the children of the island"".","Drama,Mystery,Thriller",English,350,United Kingdom,7.5,The Third Day: Autumn
"1975,Not Rated,1h 29m","Katalin Berek,Gyöngyvér Vigh,Péter Fried,László Szabó,István Szõke,Flóra Kádár,János Boros,Erzsi Varga,István Kaszás,Anikó Kiss,Zsófi Mészáros,Judit Felvidéki,Irén Rácz,Erika Jozsi,András Szigeti,Magda Horváth,Árpád Perlaky,Gábor Szücs","A lonely middle-aged woman wants to give birth to a child, but her acquaintance with dysfunctional teenagers leads her to the idea of adoption.",Drama,Hungarian,1.5K,Hungary,7.3,Adoption
"Video,2004,Not Rated,57m","Frank Black,Kim Deal,David Lovering,Joey Santiago",The Pixies are one of the most influential American acts of all time. After 10 years apart the Pixies reformed in 2004 for this gig at the intimate Paradise Club in Boston.,Music,English,97,pays inconnu,8.1,The Pixies
